,A375,A549,A673,HCT116,HS 578T,HT29,LNCAP,LOVO,MCF7,PC-3,RKO,SK-MEL-28,SW-620,VCAP
25976,-0.306221012,-0.159145092,0.109639959,0.467814877,-0.334520267,-0.13957308,-0.46398428,0.057412743,-0.032269273,-0.083918002,0.308036739,0.217739955,0.141988388,0.169694229
10491,-0.064513953,-0.166740463,-0.207576361,0.833778708,0.351767295,0.128568117,0.392464173,0.70437046,-0.037912637,-0.192864032,0.556516616,0.263715028,0.386160689,0.215614978
51053,-0.016849588,-0.012991882,0.207323602,0.269122525,-0.075457825,-0.03274363,-0.013128032,0.415682498,-0.011053049,-0.060056802,-1.307703256,-0.307999656,-0.787043321,-0.102843406
9267,0.129582021,0.018564282,-0.205972595,0.460822413,0.351828317,0.040647627,0.36657455,-0.237631798,-0.016319141,-0.179934168,0.914136953,0.210400026,0.366375148,0.172279567
5547,-0.062516181,-0.082851368,0.164281544,-0.097172729,0.295663541,0.198290216,0.365115805,-0.20927475,0.127254377,0.012395262,-0.62455752,0.549880882,0.553700858,-0.184017842
6597,-0.033224393,0.178463984,0.093680243,0.663160645,0.062717188,-0.03565927,0.124710785,0.5630319,-0.006153541,-0.020002058,1.049851732,0.392477255,0.083380655,-0.002241767
5836,-0.175608177,-0.035134756,0.298858296,0.340194977,-0.377678564,-0.169128004,-0.512280722,-0.266041941,-0.034055658,-0.172417651,0.346743035,-0.311104574,-0.1507432,0.073166637
6118,0.007764015,0.217600365,-0.153418451,0.596327079,0.092332887,0.100637255,-0.276195163,0.384167871,0.172060156,0.152620832,0.026896393,0.26232141,-0.199790438,0.221708312
2065,-0.058105122,0.0454041,0.255587158,-0.221294952,-0.021650849,0.07138157,0.03684772,0.04690321,-0.111390725,-0.155146537,-0.290443978,0.047503763,-0.294400595,0.007354896
2961,0.033769971,0.002304393,-0.065820702,0.492008639,-0.310617458,-0.027581923,-0.437092087,-0.238044612,-0.107850768,-0.013363128,0.752946348,-0.402931832,0.403531241,-0.078590375
310,-0.157231102,-0.086914395,-0.331725168,0.36651102,-0.026070138,-0.090274502,0.047160836,-0.002165439,-0.056999272,-0.299792739,0.160653302,0.618313659,-0.150073964,-0.061488017
7296,-0.174748798,-0.108145471,-0.448108354,0.065292858,0.131773047,-0.186258641,0.142624627,-0.030081081,-0.146333952,-0.305146534,0.124670405,-0.25934927,-0.059948973,-0.228960533
8321,-0.026152255,-0.023860039,0.135537865,-0.64949936,-0.36123366,-0.074183429,-0.444563736,-0.21797491,-0.007167163,0.167381947,-1.027310942,-0.586272487,-0.060215579,-0.025542654
1429,-0.150917443,0.177048323,-0.256690014,0.278880466,-0.010670519,-0.041720146,0.018973145,0.639517254,-0.061222758,-0.195382319,0.055009229,0.039827579,-0.118772186,-0.019684271
2548,-0.143604944,-0.266914252,-0.367872659,0.313323104,-0.333505875,-0.275851418,-0.297264359,0.130526631,-0.22932092,-0.296415264,0.695731353,0.242650885,-0.042995027,0.042298664
6499,-0.11101121,-0.124851717,0.058322882,0.118563243,0.055513857,-0.044329405,0.008826029,0.076691603,-0.123168313,-0.159447454,0.687057676,0.664754356,0.548844244,-0.049391398
642,-0.042944997,-0.131216228,-0.022920628,0.5830794,0.418143138,0.120571223,0.122397192,0.127308249,0.082577773,0.014832491,0.818610797,0.37928187,0.516391738,0.081044382
23076,-0.072255721,0.02384988,0.012285989,0.882824479,0.008518732,-0.074982858,-0.020827644,0.315565628,-0.022157043,-0.219986175,0.883599282,-0.090139946,0.68968742,0.01206104
10099,0.031453398,-0.194604383,-0.146465869,0.461695321,0.066131833,-0.126458447,0.255762712,0.165093985,-0.11573887,-0.355396066,0.536513194,0.69435246,0.498141443,0.025656248
8503,0.188672042,0.082157942,0.163456723,-0.055431394,-0.032868878,-0.00722183,0.154564373,-0.397064955,-0.031797015,0.190219297,0.025696466,1.011361234,0.20661392,0.095023392
9817,-0.043113645,-0.083439568,-0.049688223,0.328509999,0.139542476,-0.060836928,0.049115649,-0.034504307,0.054722274,0.005851171,0.638768388,0.365166532,0.722984684,0.041282921
7027,-0.025931135,0.083705302,-0.129537563,0.179682492,0.160238706,-0.039198473,0.063607354,0.523984554,0.158313599,0.060158749,-0.836688812,0.639931375,0.393410098,-0.004496974
9126,-0.032822925,-0.048136829,-0.051406545,-0.576178012,0.183674243,-0.054034718,0.085796773,0.012000231,0.062009358,0.119802879,-0.843105232,-0.58536182,-0.884717521,-0.162123863
3930,-0.127063642,-0.007339959,0.223535595,0.483582799,-0.166163132,-0.191583691,-0.347167241,0.472778858,-0.092579523,-0.185299693,0.651183537,0.680252965,0.544905211,0.02750989
10450,-0.070749672,-0.246968216,0.004654676,0.173054013,-0.004240733,-0.100017554,-0.163062333,-0.184853005,-0.099079236,-0.147682458,0.58417015,0.292002196,-0.040114323,-0.046824729
54386,-0.149131225,-0.258249721,-0.224386857,0.070975821,-0.162637455,-0.156565198,-0.109171494,-0.795145252,-0.117730398,-0.057766545,0.170183729,-0.323455801,-0.079941571,-0.028499772
664,-0.01256926,0.092022244,-0.426691691,0.47745403,0.010999761,0.193869993,-0.444879995,-0.086820198,0.044476399,-0.304836277,-0.018289196,-0.278943242,0.589590898,-0.165779339
596,0.140616672,0.135995471,-0.198419663,-0.059401749,0.023906936,0.082442777,0.040929596,0.287476658,0.220719292,0.238185399,0.814272803,0.300889494,-0.196434637,0.01721825
10180,0.053030388,0.123491292,-0.008617272,0.291432443,0.197738838,0.032276358,0.25798773,0.17754547,0.073750248,0.091775213,-0.015483494,-0.251775707,-0.009129954,-0.198845465
1445,-0.0309022,-0.184624053,0.137935531,0.607750494,0.081385847,-0.058719876,0.296350164,0.3344774,-0.108657629,-0.090307207,0.832690679,0.051158275,0.356676473,-0.171571883
230,-0.142458668,0.030894802,-0.256447268,0.240352993,0.010891667,-0.050876201,-0.303710266,0.167710451,-0.06574291,-0.231881786,0.565330844,-0.356197044,0.101197448,0.032342328
9246,-0.085911977,-0.128406114,0.519722957,-0.209854153,-0.041471154,0.042228549,0.082351844,0.099406501,-0.05400132,0.071248617,-0.179950942,-0.050895941,-0.62309482,-0.067156923
6850,0.192509436,0.092245334,0.375354321,-0.210803569,0.290971783,0.099403737,0.086110877,0.037231277,0.17683464,0.28125038,-0.230850979,-0.455956217,0.684329201,0.051235874
5092,-0.050399707,0.014322821,-0.529564842,0.810706561,-0.021725626,0.035060202,-0.200917991,0.401973052,0.025943387,-0.039190882,0.547349634,-0.019863905,0.382872714,-0.044230561
23463,0.066989305,0.165672931,-0.036711151,0.686423354,0.281268727,-0.249754546,0.041448313,0.6898616,0.234719106,0.175393612,0.811383129,0.480446563,0.605302446,0.257779176
1978,-0.161837742,-0.406278357,-0.403005401,0.271035554,-0.077595269,-0.190252246,0.167838379,-0.115383807,-0.362639242,-0.435253408,0.876105381,0.602024067,0.004137122,0.021371702
10007,-0.170363232,-0.246594279,0.051441938,0.440329963,-0.469921625,-0.210992206,-0.326251964,0.030720356,-0.261830518,-0.252197731,0.414788181,0.728879434,0.494367964,-0.045235306
896,-0.11773612,-0.027431761,0.215398463,0.104284349,-0.400370805,-0.122200859,-0.483408273,0.514324203,-0.126830389,-0.302301073,0.709929937,-0.227334352,0.3864746,0.055394342
4925,-0.079571685,-0.070243767,-0.486721867,-0.745057841,0.05990131,-0.084421657,-0.186556254,-0.046192508,-0.157540217,-0.095940463,0.433051923,0.289509342,0.455454415,-0.164299546
6251,0.258100955,0.316409118,0.235242045,-0.23061342,0.110908889,0.153272571,-0.132725583,-0.499170262,0.240501049,0.284361587,-0.041041525,-0.44321836,0.131853271,0.105677138
5777,0.112943985,-0.003325249,-0.311553457,-0.003027059,0.311216285,-0.031283418,0.297023065,-0.148938432,-0.000199758,0.114586261,-0.027837655,0.269812679,0.264331846,0.114090273
1846,-0.206665957,-0.296389804,-0.231510393,0.030436249,0.050366674,-0.011438049,-0.029339907,-0.036335491,-0.127645015,-0.159042557,-0.49763056,0.487079662,0.055291259,0.163011374
5782,0.066038134,-0.104810963,0.05509176,0.428830024,0.219266516,-0.008266364,0.313035061,0.142364062,-0.037102949,-0.115334711,0.968002983,0.783614021,0.257936337,0.01825288
5106,-0.043537239,-0.218766543,0.027709602,-0.946961271,-0.129875449,-0.044521479,-0.195059636,-0.257977059,-0.067091437,0.12521757,-0.898590983,-0.357972341,-0.177648225,-0.243565789
5925,0.069489147,0.06017214,0.135438171,-0.304971089,0.038236849,-0.048470175,-0.018389218,-0.520944114,-0.100735376,0.041188744,-0.429005496,-0.440221251,-0.098613987,0.040758331
2673,-0.219253354,-0.117584249,-0.294159486,-0.642935786,-0.264056906,-0.163757733,0.046457617,-0.31632028,0.072570742,-0.129786047,-0.192917526,-0.1272139,-0.105436083,-0.088896276
644,-0.113439736,-0.140275478,-0.209572891,0.66229329,-0.086398731,-0.103306429,0.00294256,0.369029916,-0.077586588,-0.161510448,0.829654197,-0.284037963,-0.183938076,-0.138037491
6284,-0.073345531,-0.175875646,0.245571282,-0.209346545,-0.173265029,-0.136600664,-0.105724749,0.184921524,-0.338575005,-0.55364431,0.676884905,-0.205103949,-1.069434182,-0.161748822
4605,0.063298703,0.040318175,0.571618118,0.113703841,0.269990515,-0.00025399,0.004583352,0.301419484,0.106874602,0.114530327,-0.380185708,-0.148549459,0.267880082,0.278949914
6810,-0.025520862,-0.247966424,-0.017144765,-0.304153094,0.330931336,-0.021134228,0.497983839,-0.308192731,-0.154517699,-0.089500445,0.180690729,-0.630089805,-0.184995292,-0.246834824
54499,-0.045983333,-0.095113918,0.210010519,-0.039486211,0.120203577,-0.116246147,0.268698529,0.532448594,-0.120589726,-0.220586632,0.734206011,1.005870503,0.530972624,0.062344634
142,-0.005119988,0.011637454,0.118021547,0.668643636,-0.06794825,-0.046442796,-0.200511392,0.150686092,0.039149464,0.072948324,0.796339278,0.69266946,0.403515934,0.058240044
11007,-0.041621683,-0.247628422,0.270717313,-0.100150424,-0.681325046,0.015640081,-0.336103404,0.03109125,-0.089348681,-0.160018382,1.027023232,0.229207298,0.655847815,0.230136538
1643,-0.13781355,-0.226403063,0.634805059,0.504208566,-0.112444154,0.037598489,0.134781927,0.266866136,-0.237143888,-0.154638676,0.535870312,0.070355956,0.321807033,0.291683737
25805,-0.087671058,0.077455425,-0.560952314,-0.309164777,-0.192698349,0.062912217,-0.257730765,0.01677826,-0.106567257,-0.069745509,0.352712656,-0.353623315,0.404931027,0.254648696
3033,-0.043346806,-0.209915097,-0.293506093,-0.585705783,0.282359777,-0.008222366,0.307945686,-0.04252071,-0.068622681,-0.138916811,-0.152240844,0.028552745,0.364586667,0.074472456
2745,-0.233632446,0.041795575,-0.684966962,-0.038755849,0.077584992,-0.185391963,-0.048058019,-0.045468136,-0.118113698,-0.195739245,0.281341532,0.447274856,-0.045575994,-0.130184726
9961,-0.103206101,-0.274468043,0.172215575,0.462870789,0.099032777,-0.095900124,0.141686582,-0.300635108,-0.031667278,0.005600608,0.138717696,0.274189761,0.083208599,0.1994058
3925,-0.021193156,0.019455661,-0.067255364,0.583790115,0.107787114,-0.115076108,-0.26980851,0.759026663,0.074975033,0.019427551,0.774454279,0.996320117,0.403196986,0.125545566
2582,-0.180270549,-0.223659655,-0.237148786,0.046734683,-0.046723845,-0.136639749,-0.039641626,-0.048327561,-0.163005203,-0.228705607,0.756027328,0.399640864,-0.080379697,0.028910097
5792,0.106900352,-0.120182747,0.426529673,-0.271253321,-0.077290131,0.080138017,-0.147119118,-0.568490667,-0.009525249,0.165322603,-0.867311063,-0.923272775,-0.624182146,-0.147092042
5236,-0.217352191,-0.119286235,-0.253233518,0.047057082,-0.275828116,-0.278356621,-0.285577123,0.135366339,0.080629939,-0.131355728,0.457851827,1.115532391,0.486528821,-0.003955296
4016,0.212217634,0.220119543,0.055508876,-0.135367318,-0.365448996,0.185850879,-0.171374931,-0.232939048,0.118949944,-0.247660252,-0.049032955,-0.478965004,0.318360375,0.126175528
4651,0.192823735,0.088115972,-0.14217925,0.258325015,-0.250653625,-0.110606439,-0.238258914,-0.30915913,0.163016446,-0.049816893,0.664120285,0.158902192,0.34942145,0.133689409
3988,0.017802525,-0.073075089,0.3974383,-0.63408297,-0.094961843,-0.04490943,0.177531269,-0.010084242,-0.074947803,-0.112243472,-0.504503156,-0.02794815,0.367967409,0.078305211
26227,-0.23947234,-0.345579491,-0.011987953,-0.156743373,0.067168073,-0.182139055,0.01791749,-0.261906948,-0.398679843,-0.281113027,0.377474988,0.490229803,0.205073634,-0.116877968
7982,0.134464916,0.29569168,-0.322286426,1.043630841,0.465558363,0.081400806,0.321558995,-0.159939037,0.328275504,0.201560587,0.554180516,0.551858801,0.319672659,-0.094859949
3551,0.093552626,0.038840444,0.55444502,-0.124957261,-0.006722049,0.302462176,-0.106433295,0.229086562,0.194973358,0.298537739,-0.852250326,-0.044160688,0.076689066,0.141859544
5108,-0.187209834,-0.274369554,-0.009246394,0.469616896,-0.201548694,-0.098768727,-0.052587997,0.106214889,0.021348197,-0.100190737,0.53971746,-0.223223053,0.269427012,0.016158679
8870,-0.110278309,-0.221627887,-0.131378388,0.235197284,0.210876043,-0.089786314,-0.088987178,-0.220103303,-0.224647515,-0.249441211,0.661259848,0.465070435,0.06980164,-0.073752512
2195,-0.033169671,-0.065104353,0.224008999,0.707386217,-0.010970711,-0.066007646,0.027748473,0.351661007,-0.035085079,-0.025162365,-0.023947294,0.095257706,-0.067460253,-0.093637662
8731,-0.188638293,-0.1958877,-0.586706839,0.224896304,-0.387059763,-0.197476506,-0.326184599,-0.067314042,-0.118402703,-0.204543932,0.618241831,0.297643831,-0.16724212,-0.058917133
1956,0.115052892,-0.156839486,1.696488691,0.058218054,-0.027565927,-0.084608313,0.051632191,-0.108045702,0.209286024,-0.167489968,0.207980795,-0.078686893,0.167242559,0.136397685
10276,-0.208981746,-0.204247006,0.055403152,0.376981749,-0.213034896,-0.210951191,-0.690590847,-0.205864052,-0.214071677,-0.218069098,0.174674452,0.104565707,0.104089199,-0.072749193
1666,-0.080462611,-0.414450257,0.188376518,-0.44342729,-0.114990879,-0.114987873,-0.206299332,-0.035331279,-0.335305118,-0.547637436,0.365640229,0.251107586,-0.437754405,-0.129276622
1021,0.157346671,0.118462918,1.57947204,-0.065653422,0.181524307,0.192685867,0.098151603,0.330195367,0.299428093,0.32737535,1.268556579,0.817091993,1.403078158,0.408273859
4864,0.089568056,-0.090212706,-0.65627031,-0.522081484,-0.019622124,0.092611656,0.264111793,-0.673912039,-0.138781745,-0.298995245,-0.662483433,-0.126445388,-0.570660933,-0.069776564
4232,-0.023103874,-0.016964784,-0.034347815,-0.666448819,-0.150058677,-0.038493223,-0.002796744,0.008508758,0.005735466,0.050346898,-0.458453519,-0.926750274,-0.211116544,-0.205115278
5050,-0.150602692,-0.312651102,-0.211627904,0.597962783,-0.195244407,-0.078040778,-0.146929673,0.50165549,-0.150652206,-0.087173523,0.925869282,0.980114233,0.461892621,0.016836201
813,-0.307961936,-0.420796893,-0.057481221,0.011590662,-0.140152934,-0.197123381,0.130382683,0.010535901,-0.384417479,-0.324802798,-0.18064507,0.644139884,0.576375847,0.0337142
3964,0.059131518,0.184433551,0.48646322,-0.614028339,0.137141725,0.111934986,-0.104506628,-0.411647119,0.140062288,0.242449978,0.05779907,-0.729216184,-0.262711497,0.110392118
26020,-0.085915372,-0.178574366,0.886690097,0.2512621,0.010083526,-0.104101527,0.025420292,-0.031411876,-0.229510635,-0.208008229,0.84859403,-0.005205074,-0.068981062,-0.264575103
481,-0.03433372,-0.197853772,-0.592183836,0.467631913,-0.201071444,-0.161761424,0.087409206,0.476194708,-0.128139728,0.027101716,0.109055212,0.218044551,0.485629095,-0.018372911
5019,-0.104800554,0.132293931,0.396637917,0.500084434,-0.113258978,0.054822543,-0.264434759,0.544874962,0.009932716,-0.006887902,0.344778233,-0.125867362,0.050067667,0.185864886
291,-0.159944962,-0.195991823,-0.061924008,0.119962423,-0.058237128,-0.092732223,-0.075053787,0.402668694,-0.096398278,-0.372800135,0.618950374,-0.305108619,-1.026923618,-0.124206849
5699,-0.117451302,-0.260801674,-0.142476351,-0.057433893,0.168321056,0.051387938,0.192299259,-0.125590957,-0.004679346,-0.119927955,0.180773541,-0.433847532,0.497349098,0.175040529
10973,-0.067546721,-0.053372822,-0.16683588,0.358358051,-0.320472615,-0.070816051,-0.318948478,0.06703843,-0.170170646,-0.259945764,0.351797487,0.254184804,0.677279363,0.052511655
9697,-0.043358487,0.037651172,0.154398971,0.268451321,-0.109303187,0.072076215,0.140292006,0.061675167,0.124632147,0.187717709,0.11778671,0.97885019,0.442094508,0.178422156
5831,-0.148616812,-0.305558549,-0.18766033,0.103662188,0.117851801,-0.16762255,0.05589828,-0.053312339,-0.145824242,-0.241698956,0.612442146,0.088621622,0.695589563,-0.128703681
8202,-0.021119484,-0.161128005,0.155397676,-0.511702788,-0.315610671,-0.089207559,-0.360381481,-0.173252743,-0.261931132,-0.040734144,-0.570334264,-0.787019682,-0.416650794,-0.150023284
57804,-0.094461681,-0.314396716,-0.032552809,-0.66797025,-0.250870778,-0.042916322,-0.253987327,0.535136241,-0.176654322,-0.080997334,0.130071515,0.726988053,0.051012862,-0.107522393
8061,-0.046857757,-0.141084752,-0.24782732,0.358976095,0.308986776,0.024688903,-0.08191924,-0.080848332,-0.11628995,-0.008146341,0.510773219,0.514458901,-0.135041566,0.106795459
5566,0.043874477,0.028640152,0.195301707,-0.763533241,0.352841774,0.021119719,0.348642643,-0.511560428,-0.008610837,0.117322901,-0.638045225,-0.713698151,-0.338425385,-0.210833323
57149,-0.027530908,-0.074970503,-0.119612086,0.013661671,0.11542932,-0.12699139,0.06539898,-0.122902618,-0.126515534,-0.12143857,0.584281823,0.329980142,0.927487541,0.288933027
7416,-0.197039594,-0.355556259,-0.487805065,0.259835278,0.227223826,0.052833093,0.342125742,-0.140325165,-0.317085381,0.032720384,0.529464463,-0.018972195,-0.242910713,-0.179297952
10174,0.005797265,-0.240424788,-0.109310769,0.578452838,-0.383614903,0.205200887,-0.300756648,-0.085817002,-0.025188415,0.124067142,-0.251056232,-0.185462836,0.262941642,0.246317189
6676,0.131919825,0.289846996,-0.147748574,-0.176145594,0.048293148,0.075072459,-0.220495493,0.183440914,0.145994681,0.101416676,0.024886563,0.0432894,0.432491506,0.259037034
1870,0.147570022,0.206480388,-0.107999671,-0.266663772,-0.106392932,0.124018926,-0.404108476,0.441419674,0.220699373,0.318660501,-0.653572818,-0.368061914,0.089099508,0.301308931
8884,0.065893392,0.098641232,-0.20241513,-0.544878204,0.055638655,-0.250355844,-0.023120646,-0.225357182,0.085181904,-0.194442291,0.217240247,0.369676621,0.20877772,0.240975724
5997,-0.207877255,-0.373905127,-0.392364948,0.463798915,0.312704725,-0.180636755,0.112819167,0.101150686,0.390720065,-0.596438202,0.166034108,-0.507995092,0.553572799,0.381965997
57147,0.188615665,0.296329368,-0.37943092,0.036738835,0.033110424,-0.091956751,-0.009877747,0.390659744,0.049427774,0.21163169,0.687382134,0.423023256,0.626613617,-0.064199142
6909,0.082169576,0.279059167,0.052680367,-0.371477186,0.11739813,0.128867046,-0.148911139,-0.16977125,-0.023242924,0.305621551,-0.077228499,1.366308316,0.92362217,0.31558578
9093,-0.246042955,-0.46105474,0.368205413,-0.046034927,-0.106289417,-0.303691826,-0.062611541,-0.928863926,-0.333597588,-0.182494103,-0.102738374,-1.022414509,-2.084297948,-0.513753997
23142,-0.133719235,0.123121977,0.548774185,-0.516528553,0.163526443,-0.19068183,0.257211598,-0.349692204,-0.012666752,-0.2047752,-0.51704716,0.061396593,-0.293457648,0.192559255
8444,0.156760884,0.173199079,0.498980743,-0.374990302,0.099645111,0.159433557,0.070284299,-0.096165389,0.139346529,0.15194582,0.282751253,-0.046038205,0.358349731,0.108972333
11232,-0.358321585,-0.448593632,-0.300458975,0.432033538,0.203635051,-0.04412812,0.443158958,0.056743842,-0.373601169,-0.508462763,-0.094751958,-0.063213448,-0.320734892,0.243644708
27095,-0.202646342,-0.153951961,-0.273771761,0.586233045,0.271588795,-0.133268241,0.208173868,0.377945541,-0.271356419,-0.30410321,0.940282978,0.131158759,0.368834311,-0.168973003
10732,0.133962527,0.166880671,0.394721616,0.108702284,-0.02465358,0.055572352,0.230911642,0.142100467,-0.24337374,0.132740092,-0.401760866,-0.002819114,-0.104786976,0.196290869
1398,-0.36069773,-0.519286533,-0.741763052,0.44956306,-0.049796972,-0.299874062,0.129320824,-0.184966319,-0.46248294,-0.68444901,-0.174346759,-1.109081995,-0.116553723,-0.257833772
23029,-0.219963984,-0.386127337,0.044406175,0.436819039,0.000141934,-0.149033187,0.121461999,0.550431994,-0.291908414,-0.417550489,-0.612386673,0.18375206,-0.504905767,-0.127532726
9270,-0.247316588,-0.258593323,-2.194645501,-0.008040591,0.081731786,-0.219840965,0.122058064,0.329114299,-0.084680755,-0.434731574,-1.71102994,0.32825579,0.301082923,-0.151831503
47,0.039261891,0.131772051,-0.598084808,0.436124067,0.164552783,0.033032581,-0.206213223,0.285623131,0.067282573,0.08672178,0.660232096,0.569698513,0.515649096,0.135663528
5889,-0.083500531,0.282936869,-0.051288022,-0.794916541,0.282503075,0.249973658,0.400577421,-0.813981297,-0.128435268,-0.266701233,-0.215012497,-0.151102951,-0.456037664,0.146100888
8243,0.19704083,-0.043238734,0.28535579,-0.269088302,-0.338661041,-0.142313302,-0.027485638,0.34058291,-0.213373431,-0.197532994,-0.745423913,-0.423753124,-0.703240354,0.001753343
10730,-0.217509777,-0.142319375,-0.376434085,-0.502714914,0.064216201,-0.232871021,0.045935471,-0.287614781,-0.097488083,-0.273666753,0.495420581,-0.087249056,-0.209761992,-0.282205068
30,-0.062078677,0.295298649,0.642120446,0.376841999,-0.042810723,0.036097908,-0.313242403,0.411193742,0.180521772,0.156352949,0.665916878,0.499893024,0.32366034,0.233613601
3312,-0.307633769,-0.36053188,-0.115242344,0.351243459,-0.355089877,-0.389794465,-0.218368413,0.434767555,-0.33963142,-0.368385785,-0.427498154,0.338417796,0.008290455,-0.21665606
891,0.055219598,-0.068420032,-0.603690675,0.073475841,0.074954149,0.00270663,0.382389285,-0.29561716,-0.063092069,-0.088894854,-0.966330233,-0.312661923,-0.166818496,-0.171911558
7466,0.092090713,-0.010942514,0.330272872,0.156561464,0.180899896,0.199890879,0.154628455,0.066238734,0.212572184,0.134663227,0.248253106,-0.033506968,0.399391767,0.245978711
89910,0.225432147,0.404555051,-0.503390745,-0.15423956,0.343350812,0.080484271,-0.034833437,0.148651538,0.2786185,0.251580003,-0.28721066,0.291212309,-0.131758837,-0.004672343
56654,-0.4047905,-0.613500001,-0.532700517,0.361951758,-0.549027764,-0.344213294,-0.466077539,0.228428732,-0.269368968,-0.337011958,0.661550095,0.261281039,-0.303829855,-0.375575726
501,0.124445986,0.138803568,-0.032610556,-0.398258198,-0.153128348,0.13778588,0.264424982,-0.275088873,-0.154170688,-0.060539365,-0.120239945,-0.415480361,0.223727838,-0.090368376
4775,0.227568011,0.185524774,-0.323693042,-0.245398458,-0.044287882,0.160360851,-0.118209012,-0.344309412,0.378020945,0.312100148,0.728035705,-0.260155585,0.291527875,0.165261913
5111,-0.31491542,-0.207768591,-0.587444327,-0.305445076,0.134692412,-0.236525798,0.19886077,0.174470836,-0.094034941,-0.267672993,0.482448299,0.428508963,0.005290727,-0.097305418
5438,-0.301235735,-0.409162317,-0.031845158,0.159685292,0.22661317,-0.205832075,0.315776509,0.106613865,-0.307890903,-0.394347506,0.268289728,-0.521784919,0.63496871,-0.157494212
5696,-0.285175328,-0.359624344,-0.154011717,-0.022926668,0.02226951,-0.186663638,-0.060290369,0.601691559,0.262782271,-0.432768956,0.185417509,0.510341922,0.698190159,-0.190640786
26993,0.193194536,0.08998767,-0.095124659,0.172236761,0.582278078,0.273189239,0.29891442,0.250534271,0.072216006,0.165474373,0.295920474,0.542832882,0.25037237,-0.396153355
55111,0.145011236,0.335756979,0.113980917,0.788722539,-0.173489,0.131319103,-0.371532531,0.532747496,0.241296845,0.371657506,0.742037033,0.543189738,0.069255824,-0.101847796
8520,-0.255825156,-0.337564415,0.186143873,0.122505034,-0.175866918,-0.377527172,-0.037209007,0.462270448,-0.34216445,-0.505880454,-0.017148396,0.571695441,0.453614373,-0.01804566
10146,-0.317284751,-0.152223102,0.28995349,0.152388054,-0.229111972,-0.210486364,-0.317217945,0.330344503,-0.174338528,-0.454098151,-0.222903216,-0.082652265,-0.488419797,-0.113107945
7165,0.123460238,0.195961357,0.149420002,-1.015639524,-0.13085488,0.062353438,-0.236825967,0.106986168,0.181967688,0.035212647,0.493215865,0.206024134,0.38316386,0.306875869
55011,0.245526462,0.253919913,-0.298056204,0.343870964,0.174563825,0.105220467,0.335244711,0.116013233,0.167731391,0.033297632,0.528402551,0.617646747,0.382470411,-0.20654277
5588,0.054961587,0.15954457,0.269473609,-0.650616355,-0.182240255,0.122145613,-0.361961981,-0.163332741,0.140240321,0.342374537,-0.348201065,-0.335157488,-0.177048704,0.180380935
6461,0.077977006,-0.244780473,0.335535781,-0.825589913,-0.190482179,-0.077603086,0.02281727,-0.237502706,-0.132208885,0.056941342,-0.635941952,-0.953397336,-0.640284998,-0.292716633
10813,-0.191057407,-0.014524341,0.502492769,-0.164235442,0.387395615,0.123124811,0.347145912,0.326580747,-0.359652255,-0.05396496,-0.555079504,-0.152977069,-0.004919037,0.262159938
80746,0.218500793,0.265828126,0.096138979,-0.070368648,0.225905854,0.272989772,0.05377683,0.371369472,0.257650689,0.089568876,0.324389775,-0.060816301,-0.296009592,0.186150458
6839,0.141969882,0.116577993,0.073449958,0.701109639,0.184780762,0.193583708,0.094211133,0.559614292,0.208393704,0.174543144,0.518486843,0.16150222,0.55031331,0.364146796
10434,-0.168371085,-0.291076728,-0.059357222,0.212678214,-0.06504403,-0.140916336,0.051339932,0.196969658,-0.26818205,-0.447494148,0.092727866,0.232027166,-0.471936612,-0.091245478
329,0.206289794,0.325996351,0.185343885,-0.291271955,0.094702063,0.212493252,-0.028597889,0.096570666,0.049242558,0.004900351,0.395239022,0.635083902,0.158844017,-0.173546151
5607,0.218014698,0.153684372,0.804769099,0.111982696,0.237713345,0.241231084,0.096175607,0.340513117,0.151989709,0.292413388,1.072292539,-0.311074276,-0.160409818,0.044704153
22827,-0.294212464,-0.440586024,0.304073121,0.164199819,-0.441653165,-0.305692012,-0.440110488,0.409138949,-0.383969797,-0.409900306,0.135935291,0.368594606,0.54147111,-0.188696065
51635,0.223096992,-0.335741562,0.349337593,0.178379697,0.0915101,0.27894241,-0.076192519,-0.394872638,0.170632208,-0.432006092,0.080781734,0.021257777,-1.000122682,-0.347876433
84159,0.28080003,0.06172999,0.279227269,-0.092382828,0.600315816,0.404741368,0.415773589,0.172760701,0.162022115,0.307881478,-0.565177898,-0.395982532,-0.503469779,0.120471943
5058,0.077227566,0.266220009,-0.478154284,0.568208697,0.135979785,0.18722261,-0.238053119,-0.06136604,0.188690969,0.383106424,0.125395451,-0.452484223,-0.022111886,0.118223194
998,-0.198563153,-0.024343605,0.193272519,-0.195255825,-0.31021388,-0.28247326,-0.360349888,0.51919162,0.087155369,-0.217856811,0.60758552,0.08340644,0.300553907,0.058502896
3508,-0.009249722,0.216709828,0.949936654,-0.342229715,-0.195939732,0.058577412,-0.078951498,-0.424448377,0.204962222,0.214911801,0.286463049,-0.42218646,0.232567445,0.312888242
84890,0.155330471,-0.012857615,-0.11901704,0.212092028,0.39209264,0.162475386,0.165326546,0.280384527,0.08150179,-0.033331219,0.441871607,0.556651372,0.3098044,-0.090796725
79600,0.233216065,0.206330446,0.731418881,-0.214995059,0.252199895,0.168327938,0.054081781,0.141102144,0.239519061,0.33220066,-0.444911182,0.399024137,0.039051124,0.322965283
